Obra;Cód. Estruturado;Cód. Item;Descrição Item;Unid.;Categoria;Nº NF;Data NF; ValorUnitRealizado ; Qtd Realizada ; ValorTotalRealizado ;Cód. Fornecedor;Fornecedor;Tipo;Cód. Pedido;Cód. Contrato
OBR;01090100107OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11536OBR.N;20/03/2024; 0,81 ; 985,77 ; 793,55 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100107OBR;960;Aco CA50 20 mm;KG;Aço e Acessórios;45003OBR.N;20/03/2024; 6,25 ; 1.124,00 ; 7.024,38 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100107OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11521OBR.N;14/03/2024; 0,81 ; 549,01 ; 441,95 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100107OBR;960;Aco CA50 20 mm;KG;Aço e Acessórios;44945OBR.N;14/03/2024; 6,25 ; 2.457,00 ; 15.354,89 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100107OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11481OBR.N;01/03/2024; 0,81 ; 1.159,21 ; 933,17 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100107OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11455OBR.N;01/03/2024; 0,81 ; 460,54 ; 370,73 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100107OBR;960;Aco CA50 20 mm;KG;Aço e Acessórios;44786OBR.N;01/03/2024; 6,25 ; 1.026,00 ; 6.411,93 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;46515OBR.N;10/08/2024; 6,25 ; 564,00 ; 3.524,69 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;46320OBR.N;01/08/2024; 5,78 ; 1.000,00 ; 5.780,71 ;Código 65;Fornecedor 65;Geral;191OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;46320OBR.N;01/08/2024; 6,25 ; 62,00 ; 387,46 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;46117OBR.N;08/07/2024; 6,25 ; 542,00 ; 3.387,20 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11780OBR.N;08/07/2024; 0,81 ; 944,92 ; 760,66 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;45941OBR.N;28/06/2024; 6,25 ; 542,00 ; 3.387,20 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11747OBR.N;20/06/2024; 0,81 ; 939,89 ; 756,61 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;45802OBR.N;17/06/2024; 6,25 ; 542,00 ; 3.387,20 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;45659OBR.N;22/05/2024; 6,25 ; 542,00 ; 3.387,20 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;45546OBR.N;15/05/2024; 6,25 ; 542,00 ; 3.387,20 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;45381OBR.N;02/05/2024; 6,25 ; 542,00 ; 3.387,20 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11583OBR.N;17/04/2024; 0,81 ; 1.079,24 ; 868,79 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;45231OBR.N;09/04/2024; 6,25 ; 468,00 ; 2.924,74 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11552OBR.N;09/04/2024; 0,81 ; 550,37 ; 443,05 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;45101OBR.N;09/04/2024; 6,25 ; 923,00 ; 5.768,24 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11541OBR.N;08/04/2024; 0,81 ; 988,62 ; 795,84 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11536OBR.N;20/03/2024; 0,81 ; 987,31 ; 794,79 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;45003OBR.N;20/03/2024; 6,25 ; 3.703,00 ; 23.141,69 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11521OBR.N;14/03/2024; 0,81 ; 549,87 ; 442,64 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;44945OBR.N;14/03/2024; 6,25 ; 1.799,00 ; 11.242,75 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11481OBR.N;01/03/2024; 0,81 ; 1.161,02 ; 934,62 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios;11455OBR.N;01/03/2024; 0,81 ; 461,26 ; 371,31 ;Código 85;Fornecedor 85;Geral;42OBR.P;-
OBR;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios;44786OBR.N;01/03/2024; 6,25 ; 765,00 ; 4.780,83 ;Código 65;Fornecedor 65;Geral;41OBR.P;-
OBR;01090100201OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios;10311OBR.N;13/06/2024; 10,34 ; 600,00 ; 6.204,41 ;Código 72;Fornecedor 72;Geral;100OBR.P;-
OBR;01090100201OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios;8138OBR.N;19/04/2024; 10,57 ; 500,00 ; 5.283,16 ;Código 72;Fornecedor 72;Geral;-;-
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;19418OBR.N;14/07/2025; 515,79 ; 3,00 ; 1.547,36 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18946OBR.N;01/10/2024; 457,10 ; 10,27 ; 4.695,91 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18894OBR.N;05/09/2024; 457,10 ; 4,60 ; 2.104,91 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10388OBR.N;04/09/2024; 457,10 ; 11,39 ; 5.205,47 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18879OBR.N;04/09/2024; 457,10 ; 4,60 ; 2.104,91 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18879OBR.N;04/09/2024; 575,00 ; 0,96 ; 552,00 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18851OBR.N;30/08/2024; 457,10 ; 22,78 ; 10.410,95 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10354OBR.N;30/08/2024; 457,10 ; 59,47 ; 27.184,53 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10353OBR.N;30/08/2024; 457,10 ; 2,76 ; 1.263,07 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10353OBR.N;30/08/2024; 458,59 ; 40,00 ; 18.343,42 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10320OBR.N;06/08/2024; 414,00 ; 161,36 ; 66.801,05 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18818OBR.N;03/08/2024; 414,00 ; 76,25 ; 31.568,44 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10299OBR.N;29/07/2024; 414,00 ; 30,50 ; 12.627,36 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18791OBR.N;09/07/2024; 414,00 ; 45,75 ; 18.941,04 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10274OBR.N;09/07/2024; 414,00 ; 76,25 ; 31.568,44 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18766OBR.N;04/07/2024; 414,00 ; 91,50 ; 37.882,12 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10245OBR.N;27/06/2024; 414,00 ; 15,25 ; 6.313,68 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10207OBR.N;27/06/2024; 414,00 ; 53,38 ; 22.097,90 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18735OBR.N;10/06/2024; 414,00 ; 99,13 ; 41.038,94 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18723OBR.N;10/06/2024; 414,00 ; 11,87 ; 4.915,33 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10186OBR.N;03/06/2024; 414,00 ; 38,13 ; 15.784,22 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18709OBR.N;29/05/2024; 414,00 ; 61,00 ; 25.254,76 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18701OBR.N;24/05/2024; 414,00 ; 69,77 ; 28.885,12 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10132OBR.N;10/05/2024; 414,00 ; 14,59 ; 6.041,92 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18647OBR.N;09/05/2024; 414,00 ; 165,64 ; 68.575,54 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18655OBR.N;08/05/2024; 414,00 ; 91,50 ; 37.882,12 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;10122OBR.N;08/05/2024; 414,00 ; 21,89 ; 9.062,83 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18626OBR.N;16/04/2024; 414,00 ; 16,83 ; 6.965,80 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18604OBR.N;25/03/2024; 414,00 ; 92,98 ; 38.495,09 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18574OBR.N;07/03/2024; 414,00 ; 35,42 ; 14.664,79 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18578OBR.N;07/03/2024; 414,00 ; 6,20 ; 2.566,34 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18547OBR.N;27/02/2024; 414,00 ; 12,40 ; 5.132,69 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18523OBR.N;14/02/2024; 414,00 ; 27,45 ; 11.365,21 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado;18474OBR.N;16/01/2024; 575,00 ; 0,48 ; 276,00 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18851OBR.N;30/08/2024; 48,76 ; 35,77 ; 1.744,03 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;10354OBR.N;30/08/2024; 48,76 ; 106,13 ; 5.175,00 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;10320OBR.N;06/08/2024; 46,00 ; 48,93 ; 2.250,72 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18818OBR.N;03/08/2024; 46,00 ; 63,54 ; 2.922,87 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18791OBR.N;09/07/2024; 46,00 ; 82,60 ; 3.799,73 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18766OBR.N;04/07/2024; 46,00 ; 110,40 ; 5.078,49 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18735OBR.N;10/06/2024; 46,00 ; 82,60 ; 3.799,73 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18709OBR.N;29/05/2024; 46,00 ; 88,96 ; 4.092,20 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18701OBR.N;24/05/2024; 46,00 ; 57,19 ; 2.630,58 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18672OBR.N;10/05/2024; 46,00 ; 12,65 ; 581,71 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18647OBR.N;09/05/2024; 46,00 ; 143,28 ; 6.590,79 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18655OBR.N;08/05/2024; 46,00 ; 76,31 ; 3.510,31 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado;18604OBR.N;25/03/2024; 46,00 ; 35,04 ; 1.611,88 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200105OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado;19418OBR.N;14/07/2025; 238,46 ; 3,00 ; 715,39 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200105OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado;18626OBR.N;16/04/2024; 207,00 ; 0,89 ; 184,98 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200105OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado;18547OBR.N;27/02/2024; 207,00 ; 0,89 ; 184,98 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200105OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado;18506OBR.N;25/01/2024; 207,00 ; 24,13 ; 4.994,43 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200105OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado;18505OBR.N;25/01/2024; 207,00 ; 12,51 ; 2.589,69 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200105OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado;18492OBR.N;16/01/2024; 207,00 ; 3,57 ; 739,92 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200106OBR;10301;Bomba lanca - adicional metro cubico;M3;Concreto Usinado;18824OBR.N;10/08/2024; 207,00 ; 13,12 ; 2.716,31 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090200106OBR;10301;Bomba lanca - adicional metro cubico;M3;Concreto Usinado;10320OBR.N;06/08/2024; 207,00 ; 9,12 ; 1.887,39 ;Código 80;Fornecedor 80;Geral;-;139OBR.C
OBR;01090400101OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;15615OBR.N;11/03/2025; 110,97 ; 18,76 ; 2.081,71 ;Código 48;Fornecedor 48;Geral;66OBR.P;-
OBR;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;879OBR.N;10/03/2025; 9,16 ; 99,21 ; 908,81 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;532OBR.N;11/09/2024; 73,60 ; 40,00 ; 2.944,00 ;Código 19;Fornecedor 19;Geral;64OBR.P;-
OBR;01090400101OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;12934OBR.N;20/08/2024; 110,40 ; 18,12 ; 2.000,45 ;Código 71;Fornecedor 71;Geral;66OBR.P;-
OBR;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;426OBR.N;07/08/2024; 9,15 ; 49,00 ; 448,55 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400101OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;12770OBR.N;07/08/2024; 110,40 ; 45,30 ; 5.001,12 ;Código 71;Fornecedor 71;Geral;66OBR.P;-
OBR;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;390OBR.N;23/07/2024; 13,09 ; 196,00 ; 2.565,05 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;349OBR.N;09/07/2024; 9,17 ; 183,26 ; 1.679,61 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;251OBR.N;22/05/2024; 9,16 ; 65,00 ; 595,46 ;Código 19;Fornecedor 19;Geral;131OBR.P;-
OBR;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;251OBR.N;22/05/2024; 9,16 ; 170,00 ; 1.557,35 ;Código 19;Fornecedor 19;Geral;131OBR.P;-
OBR;01090400101OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;4212OBR.N;22/05/2024; 110,98 ; 90,60 ; 10.054,34 ;Código 48;Fornecedor 48;Geral;66OBR.P;-
OBR;01090400101OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;4168OBR.N;09/04/2024; 110,98 ; 181,20 ; 20.108,67 ;Código 48;Fornecedor 48;Geral;66OBR.P;-
OBR;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;139OBR.N;09/04/2024; 9,16 ; 500,00 ; 4.580,45 ;Código 19;Fornecedor 19;Geral;-;-
OBR;01090400102OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;15615OBR.N;11/03/2025; 110,97 ; 1,95 ; 215,99 ;Código 48;Fornecedor 48;Geral;66OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;878OBR.N;07/03/2025; 3,06 ; 48,14 ; 147,25 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;710OBR.N;17/02/2025; 3,06 ; 145,95 ; 446,46 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;817OBR.N;16/01/2025; 4,37 ; 89,62 ; 391,65 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;637OBR.N;12/11/2024; 3,40 ; 243,62 ; 828,29 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;573OBR.N;21/10/2024; 4,37 ; 197,52 ; 863,16 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;605OBR.N;07/10/2024; 3,89 ; 75,32 ; 293,05 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;544OBR.N;24/09/2024; 3,14 ; 812,97 ; 2.548,94 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;441OBR.N;20/08/2024; 3,34 ; 291,90 ; 973,49 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01090400102OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;12934OBR.N;20/08/2024; 110,40 ; 1,88 ; 207,55 ;Código 71;Fornecedor 71;Geral;66OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;464OBR.N;17/08/2024; 3,06 ; 187,79 ; 574,92 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01090400102OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;12770OBR.N;07/08/2024; 110,40 ; 4,70 ; 518,88 ;Código 71;Fornecedor 71;Geral;66OBR.P;-
OBR;01090400102OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,21 ; 2,95 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;333OBR.N;09/07/2024; 3,06 ; 1,95 ; 5,95 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;345OBR.N;08/07/2024; 2,98 ; 486,50 ; 1.448,48 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01090400102OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;252OBR.N;20/06/2024; 14,17 ; 500,00 ; 7.084,00 ;Código 19;Fornecedor 19;Geral;151OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;277OBR.N;17/06/2024; 2,85 ; 500,00 ; 1.426,46 ;Código 19;Fornecedor 19;Geral;151OBR.P;-
OBR;01090400102OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;251OBR.N;22/05/2024; 9,16 ; 70,00 ; 641,26 ;Código 19;Fornecedor 19;Geral;131OBR.P;-
OBR;01090400102OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira;251OBR.N;22/05/2024; 9,16 ; 30,00 ; 274,83 ;Código 19;Fornecedor 19;Geral;131OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;237OBR.N;22/05/2024; 2,95 ; 500,00 ; 1.477,18 ;Código 19;Fornecedor 19;Geral;65OBR.P;-
OBR;01090400102OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;4212OBR.N;22/05/2024; 110,98 ; 9,40 ; 1.043,17 ;Código 48;Fornecedor 48;Geral;66OBR.P;-
OBR;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira;183OBR.N;02/05/2024; 2,95 ; 500,00 ; 1.477,18 ;Código 19;Fornecedor 19;Geral;65OBR.P;-
OBR;01090400102OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira;4168OBR.N;09/04/2024; 110,98 ; 18,80 ; 2.086,33 ;Código 48;Fornecedor 48;Geral;66OBR.P;-
