Obra;Cód. Estruturado;Cód. Item;Descrição Item;Unid.;Categoria;Nº NF;Data NF; ValorUnitRealizado ; Qtd Realizada ; ValorTotalRealizado ;Cód. Fornecedor;Fornecedor;Tipo;Cód. Pedido;Cód. Contrato
OBR;01010100102OBR;8052;Cartucho compativel HP CARTRIDGE 667 preto;UN;Materiais de Escritório e Informática;60634OBR.N;18/03/2025; 87,40 ; 13,33 ; 1.165,30 ;Código 01;Fornecedor 01;Geral;373OBR.P;-
OBR;01010100102OBR;8050;Cartucho compativel HP CARTRIDGE 667 colorido;UN;Materiais de Escritório e Informática;60634OBR.N;18/03/2025; 87,40 ; 10,00 ; 874,00 ;Código 01;Fornecedor 01;Geral;373OBR.P;-
OBR;01010100102OBR;8052;Cartucho compativel HP CARTRIDGE 667 preto;UN;Materiais de Escritório e Informática;60634OBR.N;18/03/2025; 92,00 ; 6,67 ; 613,36 ;Código 01;Fornecedor 01;Geral;373OBR.P;-
OBR;01010100102OBR;8050;Cartucho compativel HP CARTRIDGE 667 colorido;UN;Materiais de Escritório e Informática;60634OBR.N;18/03/2025; 92,00 ; 5,00 ; 460,00 ;Código 01;Fornecedor 01;Geral;373OBR.P;-
OBR;01010100102OBR;8052;Cartucho compativel HP CARTRIDGE 667 preto;UN;Materiais de Escritório e Informática;57638OBR.N;21/10/2024; 87,40 ; 5,00 ; 437,00 ;Código 01;Fornecedor 01;Geral;244OBR.P;-
OBR;01010100102OBR;8050;Cartucho compativel HP CARTRIDGE 667 colorido;UN;Materiais de Escritório e Informática;57638OBR.N;21/10/2024; 87,40 ; 5,00 ; 437,00 ;Código 01;Fornecedor 01;Geral;244OBR.P;-
OBR;0102010402OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios;177512OBR.N;11/04/2025; 423,42 ; 11,14 ; 4.717,24 ;Código 11;Fornecedor 11;Personalização;342OBR.P;-
OBR;0102010402OBRP;3681;Cuba de apoio com mesa - Q6 Loft - Incepa;UN;Louças, Metais e Acessórios;1168974OBR.N;28/03/2025; 296,06 ; 10,80 ; 3.197,46 ;Código 12;Fornecedor 12;Personalização;343OBR.P;-
OBR;0102010402OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios;154014OBR.N;28/03/2025; 423,37 ; 0,65 ; 276,12 ;Código 11;Fornecedor 11;Personalização;342OBR.P;-
OBR;0102010403OBRP;3680;Cuba de apoio redonda - R0 Loft - Incepa;UN;Louças, Metais e Acessórios;760046OBR.N;25/04/2025; 141,77 ; 3,00 ; 425,32 ;Código 12;Fornecedor 12;Personalização;343OBR.P;-
OBR;0102010403OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios;177512OBR.N;11/04/2025; 423,42 ; 2,79 ; 1.179,30 ;Código 11;Fornecedor 11;Personalização;342OBR.P;-
OBR;0102010403OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios;154014OBR.N;28/03/2025; 423,37 ; 0,16 ; 69,05 ;Código 11;Fornecedor 11;Personalização;342OBR.P;-
OBR;0102010409OBRP;3762;Acabamento de registro Lift - Docol;UN;Louças, Metais e Acessórios;141947OBR.N;13/03/2025; 104,91 ; 22,00 ; 2.308,12 ;Código 11;Fornecedor 11;Personalização;342OBR.P;-
OBR;0102010409OBRP;3790;Conversor de registro para base Docol;UN;Louças, Metais e Acessórios;193OBR.N;21/02/2025; 28,73 ; 22,00 ; 631,97 ;Código 13;Fornecedor 13;Personalização;344OBR.P;-
OBR;0102010411OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios;177512OBR.N;11/04/2025; 423,42 ; 1,86 ; 786,20 ;Código 11;Fornecedor 11;Personalização;342OBR.P;-
OBR;0102010411OBRP;3678;Cuba de apoio retangular  - QR3 Loft - Incepa;UN;Louças, Metais e Acessórios;1168974OBR.N;28/03/2025; 471,66 ; 2,00 ; 943,32 ;Código 12;Fornecedor 12;Personalização;343OBR.P;-
OBR;0102010411OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios;154014OBR.N;28/03/2025; 423,37 ; 0,11 ; 46,02 ;Código 11;Fornecedor 11;Personalização;342OBR.P;-
OBR;0102010417OBRP;3681;Cuba de apoio com mesa - Q6 Loft - Incepa;UN;Louças, Metais e Acessórios;1168974OBR.N;28/03/2025; 296,06 ; 2,70 ; 799,36 ;Código 12;Fornecedor 12;Personalização;343OBR.P;-
OBR;0102010417OBRP;12178;"Torneira para banheiro monocomando bica baixa - 1/2"" - cromado";UN;Louças, Metais e Acessórios;162OBR.N;27/01/2025; 831,97 ; 3,00 ; 2.495,90 ;Código 13;Fornecedor 13;Personalização;344OBR.P;-
OBR;0102010419OBRP;3668;Bacia sanitaria em louca com caixa acoplada - ecoflush Incepa - Boss;UN;Louças, Metais e Acessórios;1168974OBR.N;28/03/2025; 1.067,00 ; 10,00 ; 10.670,05 ;Código 12;Fornecedor 12;Personalização;343OBR.P;-
OBR;01020200201OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;672OBR.N;12/12/2024; 1.045,45 ; 0,61 ; 632,50 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10250;Retroescavadeira com pa carregadeira locacao diaria;DIA;Locação de Equipamentos Pesados;672OBR.N;12/12/2024; 1.568,02 ; 0,22 ; 347,94 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;582OBR.N;12/08/2024; 1.045,45 ; 5,20 ; 5.433,75 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;563OBR.N;29/07/2024; 1.045,45 ; 11,00 ; 11.500,00 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;1138OBR.N;26/07/2024; 460,00 ; 1,00 ; 460,00 ;Código 16;Fornecedor 16;Geral;-;684OBR.C
OBR;01020200201OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;1138OBR.N;26/07/2024; 1.311,00 ; 0,50 ; 655,50 ;Código 16;Fornecedor 16;Geral;-;684OBR.C
OBR;01020200201OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;541OBR.N;11/06/2024; 1.045,45 ; 5,20 ; 5.433,75 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10250;Retroescavadeira com pa carregadeira locacao diaria;DIA;Locação de Equipamentos Pesados;532OBR.N;28/05/2024; 1.568,20 ; 1,50 ; 2.348,22 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10225;Escavadeira locacao diaria;DIA;Locação de Equipamentos Pesados;476OBR.N;11/04/2024; 2.185,00 ; 11,33 ; 24.763,26 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10250;Retroescavadeira com pa carregadeira locacao diaria;DIA;Locação de Equipamentos Pesados;501OBR.N;11/04/2024; 1.568,18 ; 7,05 ; 11.049,71 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10225;Escavadeira locacao diaria;DIA;Locação de Equipamentos Pesados;501OBR.N;11/04/2024; 2.185,00 ; 10,67 ; 23.306,74 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020200201OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;434OBR.N;08/01/2024; 1.552,50 ; 5,00 ; 7.762,50 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01020400102OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira;349OBR.N;09/07/2024; 14,18 ; 0,02 ; 0,25 ;Código 18;Fornecedor 18;Geral;152OBR.P;-
OBR;01020400102OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira;333OBR.N;09/07/2024; 4,39 ; 13,41 ; 58,82 ;Código 19;Fornecedor 19;Geral;152OBR.P;-
OBR;01020400103OBR;8846;Cadeado com segredo 25 mm;UN;Ferramentas;933183OBR.N;30/09/2024; 17,31 ; 10,00 ; 173,08 ;Código 21;Fornecedor 21;Geral;231OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;172867933OBR.N;24/06/2025; 1,15 ; 128,07 ; 147,28 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;167313882OBR.N;22/05/2025; 1,15 ; 207,92 ; 239,11 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;161975034OBR.N;24/04/2025; 1,15 ; 190,88 ; 219,51 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;156593212OBR.N;25/03/2025; 1,15 ; 263,48 ; 303,00 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;150940662OBR.N;21/02/2025; 1,15 ; 273,07 ; 314,03 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;146582309OBR.N;22/01/2025; 1,15 ; 233,75 ; 268,81 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;140266067OBR.N;22/12/2024; 1,15 ; 308,92 ; 355,26 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;133600057OBR.N;26/11/2024; 1,15 ; 290,11 ; 333,63 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;128418739OBR.N;24/10/2024; 1,15 ; 283,44 ; 325,96 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;123101294OBR.N;23/09/2024; 1,15 ; 277,14 ; 318,71 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;117711892OBR.N;22/08/2024; 1,15 ; 812,21 ; 934,04 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;112313433OBR.N;29/07/2024; 1,15 ; 623,05 ; 716,51 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;107609091OBR.N;21/06/2024; 1,15 ; 735,21 ; 845,49 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;0524OBR.N;29/05/2024; 1,15 ; 515,27 ; 592,56 ;Código 27;Fornecedor 27;Geral;141OBR.P;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;97001150OBR.N;23/04/2024; 1,04 ; 564,00 ; 584,00 ;Código 27;Fornecedor 27;Geral;-;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;92311897OBR.N;26/03/2024; 1,03 ; 463,00 ; 474,63 ;Código 27;Fornecedor 27;Geral;-;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;86619082OBR.N;23/02/2024; 1,04 ; 360,00 ; 373,92 ;Código 27;Fornecedor 27;Geral;-;-
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;81173790OBR.N;24/01/2024; 1,13 ; 189,22 ; 213,26 ;Código 27;Fornecedor 27;Geral;-;129OBR.C
OBR;01040200201OBR;10018;Conta de luz mensal - kWh;KWH;Energia elétrica;76602623OBR.N;18/01/2024; 1,13 ; 142,52 ; 160,62 ;Código 27;Fornecedor 27;Geral;-;129OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;1108OBR.N;04/07/2025; 362,25 ; 1,00 ; 362,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;1083OBR.N;05/06/2025; 362,25 ; 1,00 ; 362,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;1058OBR.N;08/05/2025; 460,00 ; 2,32 ; 1.066,05 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 460,00 ; 0,79 ; 362,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;764OBR.N;04/04/2025; 1.552,50 ; 0,56 ; 873,28 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10248;Mini carregadeira bobcat locacao diaria;DIA;Locação de Equipamentos Pesados;764OBR.N;04/04/2025; 1.552,50 ; 0,94 ; 1.455,47 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;997OBR.N;05/03/2025; 460,00 ; 0,79 ; 362,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;962OBR.N;04/02/2025; 460,00 ; 0,79 ; 362,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;72972OBR.N;04/02/2025; 276,01 ; 0,94 ; 260,28 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100101OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;692OBR.N;15/01/2025; 2.300,00 ; 4,00 ; 9.200,00 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;692OBR.N;15/01/2025; 1.553,70 ; 0,02 ; 27,97 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10248;Mini carregadeira bobcat locacao diaria;DIA;Locação de Equipamentos Pesados;692OBR.N;15/01/2025; 1.553,70 ; 0,03 ; 46,61 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;672OBR.N;12/12/2024; 1.045,45 ; 0,61 ; 632,50 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10250;Retroescavadeira com pa carregadeira locacao diaria;DIA;Locação de Equipamentos Pesados;672OBR.N;12/12/2024; 1.568,02 ; 0,22 ; 347,94 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;880OBR.N;05/11/2024; 460,00 ; 0,38 ; 172,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;826OBR.N;04/09/2024; 460,00 ; 1,00 ; 460,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10248;Mini carregadeira bobcat locacao diaria;DIA;Locação de Equipamentos Pesados;582OBR.N;12/08/2024; 1.552,50 ; 7,00 ; 10.867,50 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;582OBR.N;12/08/2024; 1.045,45 ; 5,20 ; 5.433,75 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;799OBR.N;09/08/2024; 460,00 ; 0,84 ; 385,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10268;"Bomba submersivel locacao mensal 3""";MES;Locação de Equipamentos Leves;752OBR.N;07/08/2024; 460,00 ; 0,79 ; 362,25 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100101OBR;10252;Rolo compactador pe de carneiro locacao horaria;H;Locação de Equipamentos Pesados;236856OBR.N;03/08/2024; 7.475,00 ; 1,00 ; 7.475,00 ;Código 32;Fornecedor 32;Geral;-;565OBR.C
OBR;01050100101OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;563OBR.N;29/07/2024; 1.045,45 ; 11,00 ; 11.500,00 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10243;Mini escavadeira de esteira locacao diaria;DIA;Locação de Equipamentos Pesados;541OBR.N;11/06/2024; 1.045,45 ; 5,20 ; 5.433,75 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10250;Retroescavadeira com pa carregadeira locacao diaria;DIA;Locação de Equipamentos Pesados;532OBR.N;28/05/2024; 1.568,20 ; 1,50 ; 2.348,22 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10225;Escavadeira locacao diaria;DIA;Locação de Equipamentos Pesados;476OBR.N;11/04/2024; 2.990,00 ; 5,00 ; 14.950,00 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10225;Escavadeira locacao diaria;DIA;Locação de Equipamentos Pesados;476OBR.N;11/04/2024; 2.185,00 ; 5,67 ; 12.381,74 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10250;Retroescavadeira com pa carregadeira locacao diaria;DIA;Locação de Equipamentos Pesados;501OBR.N;11/04/2024; 1.568,18 ; 7,05 ; 11.049,71 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100101OBR;10225;Escavadeira locacao diaria;DIA;Locação de Equipamentos Pesados;501OBR.N;11/04/2024; 2.185,00 ; 5,33 ; 11.653,26 ;Código 15;Fornecedor 15;Geral;-;68OBR.C
OBR;01050100102OBR;10296;Pistola de fixacao fincapino a polvora locacao mensal;MES;Locação de Equipamentos Leves;1108OBR.N;04/07/2025; 304,75 ; 1,00 ; 304,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;1108OBR.N;04/07/2025; 258,75 ; 1,00 ; 258,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;1108OBR.N;04/07/2025; 327,75 ; 1,00 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves;1108OBR.N;04/07/2025; 447,35 ; 1,00 ; 447,35 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados;1047OBR.N;20/06/2025; 379,50 ; 3,03 ; 1.150,00 ;Código 33;Fornecedor 33;Geral;-;429OBR.C
OBR;01050100102OBR;10296;Pistola de fixacao fincapino a polvora locacao mensal;MES;Locação de Equipamentos Leves;1083OBR.N;05/06/2025; 304,75 ; 1,00 ; 304,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;1083OBR.N;05/06/2025; 258,75 ; 1,00 ; 258,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;1083OBR.N;05/06/2025; 327,75 ; 1,00 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10286;Martelete locacao mensal 10 kg;MES;Locação de Equipamentos Leves;1083OBR.N;05/06/2025; 447,35 ; 1,00 ; 447,35 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;75267OBR.N;05/06/2025; 86,25 ; 1,00 ; 86,25 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10271;Carro para blocos/tijolos para minigrua locacao mensal;MES;Locação de Equipamentos Leves;75267OBR.N;05/06/2025; 207,00 ; 1,00 ; 207,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10269;Carro girica para minigrua locacao diaria;DIA;Locação de Equipamentos Leves;75267OBR.N;05/06/2025; 345,00 ; 1,50 ; 517,50 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;75267OBR.N;05/06/2025; 230,00 ; 1,00 ; 230,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;75267OBR.N;05/06/2025; 345,00 ; 1,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves;75267OBR.N;05/06/2025; 920,00 ; 0,19 ; 172,50 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10271;Carro para blocos/tijolos para minigrua locacao mensal;MES;Locação de Equipamentos Leves;74692OBR.N;09/05/2025; 207,00 ; 1,00 ; 207,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10269;Carro girica para minigrua locacao diaria;DIA;Locação de Equipamentos Leves;74692OBR.N;09/05/2025; 172,50 ; 2,00 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;74692OBR.N;09/05/2025; 184,00 ; 1,88 ; 345,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;74692OBR.N;09/05/2025; 230,00 ; 1,00 ; 230,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;74692OBR.N;09/05/2025; 345,00 ; 0,49 ; 168,19 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10253;Minigrua locacao mensal;MES;Locação de Equipamentos Leves;74692OBR.N;09/05/2025; 920,35 ; 0,10 ; 90,56 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10278;Guincho de coluna locacao mensal;MES;Locação de Equipamentos Leves;74694OBR.N;09/05/2025; 184,00 ; 0,81 ; 149,50 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;1058OBR.N;08/05/2025; 224,25 ; 0,79 ; 177,68 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;1058OBR.N;08/05/2025; 103,50 ; 3,00 ; 310,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10289;Mangueira para lavadora de pressao - locacao mensal;MES;Locação de Equipamentos Leves;1058OBR.N;08/05/2025; 5,75 ; 6,00 ; 34,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10279;"Esmerilhadeira locacao mensal 7""";MES;Locação de Equipamentos Leves;1058OBR.N;08/05/2025; 86,25 ; 2,00 ; 172,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;1058OBR.N;08/05/2025; 327,75 ; 2,00 ; 655,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;1058OBR.N;08/05/2025; 146,63 ; 3,00 ; 439,88 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10267;"Serra marmore locacao mensal 4""";MES;Locação de Equipamentos Leves;1058OBR.N;08/05/2025; 92,00 ; 0,50 ; 46,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 224,25 ; 2,21 ; 495,07 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10267;"Serra marmore locacao mensal 4""";MES;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 57,50 ; 4,00 ; 230,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 69,00 ; 3,00 ; 207,00 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10276;"Esmerilhadeira locacao mensal 4""";MES;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 69,00 ; 3,17 ; 218,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10295;"Serra circular manual locacao diária 7.1/4""";DIA;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 201,25 ; 2,00 ; 402,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10293;Paleteira locacao mensal;MES;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 327,75 ; 1,00 ; 327,75 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10280;Furadeira de impacto SDS Plus locacao mensal;MES;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 146,63 ; 3,00 ; 439,88 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10267;"Serra marmore locacao mensal 4""";MES;Locação de Equipamentos Leves;1031OBR.N;10/04/2025; 92,00 ; 3,13 ; 287,50 ;Código 30;Fornecedor 30;Geral;-;528OBR.C
OBR;01050100102OBR;10271;Carro para blocos/tijolos para minigrua locacao mensal;MES;Locação de Equipamentos Leves;74108OBR.N;01/04/2025; 207,00 ; 1,00 ; 207,00 ;Código 31;Fornecedor 31;Geral;-;529OBR.C
