Obra;Grupo Orçamentário;Cód. Estruturado;Cód. Item;Descrição Item;Unid.;Categoria; Qtde. Insumo ; Custo Insumo ; Total Orçado ;Tipo
OBR;Mao de obra para pintura - 2ª demao;01240100803OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 398,32 ; 4,47 ; 1.781,88 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em gesso/drywall - 2 demão nao prevista;01240100804OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1,00 ; 4,47 ; 4,47 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em gesso/drywall;01240100901OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 426,96 ; 4,47 ; 1.910,01 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em gesso/drywall;01240100901OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 426,96 ; 4,47 ; 1.910,01 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240100902OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 426,96 ; 4,47 ; 1.910,01 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240100903OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 426,96 ; 4,47 ; 1.910,01 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em gesso/drywall - 2 demão nao prevista;01240100904OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1,00 ; 4,47 ; 4,47 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em gesso/drywall;01240101001OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 125,58 ; 4,47 ; 561,78 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em gesso/drywall;01240101001OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 125,58 ; 4,47 ; 561,78 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101002OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 125,58 ; 4,47 ; 561,78 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101003OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 125,58 ; 4,47 ; 561,78 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em gesso/drywall - 2 demão nao prevista;01240101004OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1,00 ; 4,47 ; 4,47 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101101OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 349,46 ; 4,47 ; 1.563,31 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101101OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 349,46 ; 4,47 ; 1.563,31 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101101OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 349,46 ; 4,47 ; 1.563,31 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101102OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 332,82 ; 4,47 ; 1.488,87 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101103OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 332,82 ; 4,47 ; 1.488,87 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101201OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.315,94 ; 4,47 ; 5.886,88 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101201OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 1.315,94 ; 4,47 ; 5.886,88 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101201OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.315,94 ; 4,47 ; 5.886,88 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101203OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.253,28 ; 4,47 ; 5.606,55 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101204OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.253,28 ; 4,47 ; 5.606,55 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101301OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.155,28 ; 4,47 ; 5.168,16 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101301OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 1.155,28 ; 4,47 ; 5.168,16 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101301OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.155,28 ; 4,47 ; 5.168,16 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101303OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.100,27 ; 4,47 ; 4.922,06 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101304OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.100,27 ; 4,47 ; 4.922,06 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101401OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.300,59 ; 4,47 ; 5.818,20 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101401OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 1.300,59 ; 4,47 ; 5.818,20 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101401OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.300,59 ; 4,47 ; 5.818,20 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101403OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.238,66 ; 4,47 ; 5.541,15 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101404OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.238,66 ; 4,47 ; 5.541,15 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101501OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.305,86 ; 4,47 ; 5.841,78 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101501OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 1.305,86 ; 4,47 ; 5.841,78 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101501OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.305,86 ; 4,47 ; 5.841,78 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101503OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.243,68 ; 4,47 ; 5.563,60 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101504OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.243,68 ; 4,47 ; 5.563,60 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101601OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.415,09 ; 4,47 ; 6.330,38 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101601OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 1.415,09 ; 4,47 ; 6.330,38 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101601OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.415,09 ; 4,47 ; 6.330,38 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101603OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.347,70 ; 4,47 ; 6.028,94 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101604OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.347,70 ; 4,47 ; 6.028,94 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101701OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.253,26 ; 4,47 ; 5.606,45 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101701OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 1.253,26 ; 4,47 ; 5.606,45 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101701OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.253,26 ; 4,47 ; 5.606,45 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101703OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.193,58 ; 4,47 ; 5.339,48 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101704OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.193,58 ; 4,47 ; 5.339,48 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101801OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.305,91 ; 4,47 ; 5.841,97 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101801OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 1.305,91 ; 4,47 ; 5.841,97 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101801OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.305,91 ; 4,47 ; 5.841,97 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101803OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.243,72 ; 4,47 ; 5.563,78 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101804OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.243,72 ; 4,47 ; 5.563,78 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101901OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.307,68 ; 4,47 ; 5.849,91 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101901OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 1.307,68 ; 4,47 ; 5.849,91 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240101901OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.307,68 ; 4,47 ; 5.849,91 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240101903OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.245,41 ; 4,47 ; 5.571,34 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240101904OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 1.245,41 ; 4,47 ; 5.571,34 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240102001OBR;1303;Emassamento 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 396,81 ; 4,47 ; 1.775,11 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240102001OBR;1319;Lixamento;M2;Mão de obra de Pintura e Outros Acabamentos; 396,81 ; 4,47 ; 1.775,11 ;Geral
OBR;Mao de obra para execucao de massa corrida interna - em alvenaria;01240102001OBR;1301;Emassamento 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 396,81 ; 4,47 ; 1.775,11 ;Geral
OBR;Mao de obra para pintura - 1ª demao;01240102003OBR;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 377,91 ; 4,47 ; 1.690,58 ;Geral
OBR;Mao de obra para pintura - 2ª demao;01240102004OBR;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 377,91 ; 4,47 ; 1.690,58 ;Geral
OBR;Pintura de piso das vagas de estacionamento - cor: Amarelo;01250100201OBR;1471;Pintura de piso linear;M;Mão de obra de Pintura e Outros Acabamentos; 539,46 ; 4,81 ; 2.593,18 ;Geral
OBR;Piso de concreto - e: 5 cm;01250100203OBR;1897;Tela soldada Nervurada aco EQ061 2,0 X 3,0 m 5,82 kg;UN;Aço e Acessórios; 1,16 ; 103,24 ; 119,62 ;Geral
OBR;Piso de concreto - e: 5 cm;01250100203OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 5,56 ; 4,44 ; 24,69 ;Geral
OBR;Grama - Amendoim;01250200101OBR;1473;Plantio de grama;M2;Serviços de Paisagismo; 81,00 ; 10,33 ; 836,49 ;Geral
OBR;Execucao de paisagismo com acompanhamento tecnico;01250200112OBR;10133;Execucao de paisagismo com acompanhamento tecnico;UN;Serviços de Paisagismo; 1,00 ; 37.375,00 ; 37.375,00 ;Geral
OBR;Reparos pre-entrega - apartamentos  - material e mao de obra;01260100101OBR;1433;Reparos pre-entrega apartamentos mao de obra;UN;Mão de obra de Pintura e Outros Acabamentos; 56,00 ; 276,00 ; 15.456,00 ;Geral
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010102OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 1,72 ; 2,78 ; 4,80 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010103OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 2,15 ; 2,78 ; 5,97 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010104OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 2,96 ; 2,78 ; 8,25 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010105OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 1,47 ; 2,78 ; 4,10 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010107OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 7,07 ; 2,78 ; 19,68 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010108OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 0,46 ; 2,78 ; 1,28 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010111OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 0,37 ; 2,78 ; 1,03 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010113OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 0,29 ; 2,78 ; 0,80 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010113OBRP;7376;Bobina de salva piso sem cola 1,3 x 100 m;UN;Materiais de Escritório e Informática; 0,05 ; 585,26 ; 28,39 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010114OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 0,13 ; 2,78 ; 0,36 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010114OBRP;7376;Bobina de salva piso sem cola 1,3 x 100 m;UN;Materiais de Escritório e Informática; 0,02 ; 585,26 ; 12,93 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010115OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 0,99 ; 2,78 ; 2,76 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010115OBRP;7376;Bobina de salva piso sem cola 1,3 x 100 m;UN;Materiais de Escritório e Informática; 0,17 ; 585,26 ; 98,32 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010120OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 4,20 ; 2,78 ; 11,70 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010120OBRP;7376;Bobina de salva piso sem cola 1,3 x 100 m;UN;Materiais de Escritório e Informática; 0,59 ; 585,26 ; 344,01 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010122OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 2,48 ; 2,78 ; 6,91 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010122OBRP;7376;Bobina de salva piso sem cola 1,3 x 100 m;UN;Materiais de Escritório e Informática; 0,35 ; 585,26 ; 203,20 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010129OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 0,34 ; 2,78 ; 0,94 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010129OBRP;7376;Bobina de salva piso sem cola 1,3 x 100 m;UN;Materiais de Escritório e Informática; 0,05 ; 585,26 ; 27,74 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010138OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 0,28 ; 2,78 ; 0,77 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010139OBRP;8036;Bloco de espuma;UN;Materiais de Higiene e Limpeza; 0,21 ; 2,78 ; 0,59 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010202OBRP;3915;Nicho de embutir cinza 30 x 60 x 10 cm;UN;Louças, Metais e Acessórios; 5,00 ; 229,43 ; 1.147,13 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010306OBRP;4886;Cabo flexivel PVC 750V preto 2,5 mm²;M;Elétrica - Fios e Cabos; 130,20 ; 1,67 ; 217,11 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010306OBRP;4865;Cabo flexivel PVC 750V branco 2,5 mm²;M;Elétrica - Fios e Cabos; 130,20 ; 1,79 ; 233,58 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010306OBRP;4901;Cabo flexivel PVC 750V verde 2,5 mm²;M;Elétrica - Fios e Cabos; 130,20 ; 1,67 ; 217,11 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010307OBRP;4886;Cabo flexivel PVC 750V preto 2,5 mm²;M;Elétrica - Fios e Cabos; 264,60 ; 1,67 ; 441,22 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010307OBRP;4865;Cabo flexivel PVC 750V branco 2,5 mm²;M;Elétrica - Fios e Cabos; 264,60 ; 1,79 ; 474,69 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010307OBRP;4901;Cabo flexivel PVC 750V verde 2,5 mm²;M;Elétrica - Fios e Cabos; 264,60 ; 1,67 ; 441,22 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010309OBRP;4886;Cabo flexivel PVC 750V preto 2,5 mm²;M;Elétrica - Fios e Cabos; 311,64 ; 1,67 ; 519,66 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010309OBRP;4865;Cabo flexivel PVC 750V branco 2,5 mm²;M;Elétrica - Fios e Cabos; 311,64 ; 1,79 ; 559,08 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010309OBRP;4901;Cabo flexivel PVC 750V verde 2,5 mm²;M;Elétrica - Fios e Cabos; 311,64 ; 1,67 ; 519,66 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010317OBRP;4886;Cabo flexivel PVC 750V preto 2,5 mm²;M;Elétrica - Fios e Cabos; 517,69 ; 1,67 ; 863,25 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010317OBRP;4865;Cabo flexivel PVC 750V branco 2,5 mm²;M;Elétrica - Fios e Cabos; 517,69 ; 1,79 ; 928,74 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010317OBRP;4901;Cabo flexivel PVC 750V verde 2,5 mm²;M;Elétrica - Fios e Cabos; 517,69 ; 1,67 ; 863,25 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010318OBRP;1460;Pintura 1ª demao Linear;M;Mão de obra de Pintura e Outros Acabamentos; 123,26 ; 4,98 ; 614,13 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010319OBRP;1462;Pintura 2ª demao Linear;M;Mão de obra de Pintura e Outros Acabamentos; 123,26 ; 4,69 ; 577,67 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010402OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios; 12,00 ; 753,68 ; 9.044,11 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010402OBRP;3681;Cuba de apoio com mesa - Q6 Loft - Incepa;UN;Louças, Metais e Acessórios; 12,00 ; 362,40 ; 4.348,79 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010402OBRP;3775;"Valvula para lavatorio cromada 1""";UN;Louças, Metais e Acessórios; 12,00 ; 6,86 ; 82,26 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010403OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios; 3,00 ; 753,68 ; 2.261,03 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010403OBRP;3775;"Valvula para lavatorio cromada 1""";UN;Louças, Metais e Acessórios; 3,00 ; 6,86 ; 20,57 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010403OBRP;3680;Cuba de apoio redonda - R0 Loft - Incepa;UN;Louças, Metais e Acessórios; 3,00 ; 192,81 ; 578,43 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010409OBRP;3762;Acabamento de registro Lift - Docol;UN;Louças, Metais e Acessórios; 22,00 ; 155,15 ; 3.413,22 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010409OBRP;3790;Conversor de registro para base Docol;UN;Louças, Metais e Acessórios; 22,00 ; 9,02 ; 198,35 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010411OBRP;10841;Misturador monocomando lavatorio bica baixa lift 5L/min - Docol;UN;Louças, Metais e Acessórios; 2,00 ; 753,68 ; 1.507,35 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010411OBRP;3775;"Valvula para lavatorio cromada 1""";UN;Louças, Metais e Acessórios; 2,00 ; 6,86 ; 13,71 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010411OBRP;3678;Cuba de apoio retangular  - QR3 Loft - Incepa;UN;Louças, Metais e Acessórios; 2,00 ; 607,74 ; 1.215,48 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010412OBRP;3766;Chuveiro Eden leed 150 6L/min - Docol;UN;Louças, Metais e Acessórios; 5,00 ; 286,18 ; 1.430,89 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010413OBRP;3767;Chuveiro Bonnaducha 7L/min - Docol;UN;Louças, Metais e Acessórios; 1,00 ; 195,57 ; 195,57 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010417OBRP;3681;Cuba de apoio com mesa - Q6 Loft - Incepa;UN;Louças, Metais e Acessórios; 3,00 ; 362,40 ; 1.087,20 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010417OBRP;3775;"Valvula para lavatorio cromada 1""";UN;Louças, Metais e Acessórios; 3,00 ; 6,86 ; 20,57 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010417OBRP;12178;"Torneira para banheiro monocomando bica baixa - 1/2"" - cromado";UN;Louças, Metais e Acessórios; 3,00 ; 452,53 ; 1.357,58 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010419OBRP;3667;Bacia sanitaria em louca com caixa acoplada - ecoflush Incepa - Suite;UN;Louças, Metais e Acessórios; 10,00 ; 575,00 ; 5.750,00 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0102010419OBRP;3668;Bacia sanitaria em louca com caixa acoplada - ecoflush Incepa - Boss;UN;Louças, Metais e Acessórios; 10,00 ; 1.240,62 ; 12.406,20 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0103010304OBRP;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 330,41 ; 4,69 ; 1.548,50 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0103010304OBRP;1459;Pintura 1ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 330,41 ; 4,98 ; 1.646,23 ;Personalizacao
OBR;Locacao de terreno para uso do espaco durante execucao da obra;0103010308OBRP;1461;Pintura 2ª demao;M2;Mão de obra de Pintura e Outros Acabamentos; 330,41 ; 4,69 ; 1.548,50 ;Personalizacao
