Obra;Grupo Orçamentário;Cód. Estruturado;Cód. Item;Descrição Item;Unid.;Categoria; Qtde. Insumo ; Custo Insumo ; Total Orçado ;Tipo
OBR;Montagem de instalacoes provisorias - Materiais para area de vestiario;01050200215OBR;4901;Cabo flexivel PVC 750V verde 2,5 mm²;M;Elétrica - Fios e Cabos; 84,00 ; 1,60 ; 134,56 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vestiario;01050200215OBR;4848;Cabo flexivel PVC 750V azul 2,5 mm²;M;Elétrica - Fios e Cabos; 84,00 ; 1,60 ; 134,56 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vestiario;01050200215OBR;4921;Cabo flexivel PVC 750V vermelho 2,5 mm²;M;Elétrica - Fios e Cabos; 84,00 ; 1,60 ; 134,56 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vestiario;01050200215OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 28,00 ; 4,44 ; 124,35 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vestiario;01050200215OBR;2890;"Caibro pinus 2"" x 4"" 3,0 m";UN;Madeira; 77,00 ; 18,99 ; 1.461,92 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de vestiario;01050200215OBR;2603;Madeirite chapa compensada plastificada 1,10 x 2,20 m 14 mm;UN;Madeira; 56,00 ; 108,01 ; 6.048,55 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;4865;Cabo flexivel PVC 750V branco 2,5 mm²;M;Elétrica - Fios e Cabos; 72,00 ; 1,67 ; 120,32 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;4901;Cabo flexivel PVC 750V verde 2,5 mm²;M;Elétrica - Fios e Cabos; 144,00 ; 1,60 ; 230,68 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;4848;Cabo flexivel PVC 750V azul 2,5 mm²;M;Elétrica - Fios e Cabos; 144,00 ; 1,60 ; 230,68 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;4921;Cabo flexivel PVC 750V vermelho 2,5 mm²;M;Elétrica - Fios e Cabos; 144,00 ; 1,60 ; 230,68 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;8927;"Corrente zincada com elos curtos soldada 5/16"" (8 mm)";M;Ferramentas; 4,80 ; 53,13 ; 255,03 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;8849;Cadeado com segredo 40 mm;UN;Ferramentas; 3,60 ; 36,10 ; 129,95 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 48,00 ; 4,44 ; 213,18 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;2890;"Caibro pinus 2"" x 4"" 3,0 m";UN;Madeira; 132,00 ; 18,99 ; 2.506,14 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para area de escritorio e refeitorio;01050200216OBR;2603;Madeirite chapa compensada plastificada 1,10 x 2,20 m 14 mm;UN;Madeira; 96,00 ; 108,01 ; 10.368,94 ;Geral
OBR;Montagem de instalacoes provisorias - Bebedouro coluna inox - 02 torneiras;01050200217OBR;9022;"Filtro para bebedouro com mangueira 1/2""";UN;Ferramentas; 4,00 ; 59,48 ; 237,92 ;Geral
OBR;Montagem de instalacoes provisorias - Bebedouro coluna inox - 02 torneiras;01050200217OBR;9267;Bebedouro coluna inox 02 torneiras;UN;Materiais de Escritório e Informática; 2,00 ; 1.892,41 ; 3.784,81 ;Geral
OBR;Montagem de instalacoes provisorias - Cadeira para escritorio giratoria;01050200220OBR;7920;Cadeira para escritorio giratoria;UN;Materiais de Escritório e Informática; 6,00 ; 455,81 ; 2.734,86 ;Geral
OBR;Montagem de instalacoes provisorias - Arquivo metalico;01050200221OBR;7943;Arquivo metalico;UN;Materiais de Escritório e Informática; 2,00 ; 1.394,12 ; 2.788,24 ;Geral
OBR;Montagem de instalacoes provisorias - Marmiteiro eletrico (tipo banho maria) 110V - para 12 marmitas;01050200222OBR;9064;Marmiteiro eletrico tipo banho maria 110V para 12 marmitas;UN;Ferramentas; 1,00 ; 847,34 ; 847,34 ;Geral
OBR;Montagem de instalacoes provisorias - Ventilador de mesa (40 cm)  - 3 velocidades - 140W - 110 V;01050200223OBR;9858;Ventilador de mesa 40 cm 3 velocidades 110V;PC;Materiais de Escritório e Informática; 2,00 ; 126,20 ; 252,40 ;Geral
OBR;Montagem de instalacoes provisorias - Ar condicionado inverter 20.000 BTUs;01050200224OBR;9859;Ar condicionado inverter 20.000 BTUs;PC;Eletrodomésticos; 1,00 ; 6.174,39 ; 6.174,39 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para tanque plastico;01050200225OBR;3708;Dispenser para sabonete liquido de parede branco mod. Invoq ou similar;UN;Materiais de Escritório e Informática; 4,00 ; 34,59 ; 138,38 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para tanque plastico;01050200225OBR;3711;"Torneira PVC para lavatorio 1/2""";UN;Louças, Metais e Acessórios; 4,00 ; 25,56 ; 102,25 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais para tanque plastico;01050200225OBR;3693;Tanque de PVC com materiais para fixacao 21 L;UN;Louças, Metais e Acessórios; 4,00 ; 63,37 ; 253,46 ;Geral
OBR;Conteiner - locacao mensal;01050200226OBR;10263;Conteiner locacao mensal;MES;Locação de Equipamentos Pesados; 16,00 ; 545,00 ; 8.719,98 ;Geral
OBR;Conteiner hidrossanitario - locacao mensal;01050200227OBR;10377;Conteiner hidrossanitario locacao mensal;MES;Locação de Equipamentos Pesados; 6,00 ; 1.092,50 ; 6.555,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;8071;Pacote de acucar;KG;Materiais de Copa; 10,00 ; 4,60 ; 46,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;8063;Filtro para cafe;PCT;Materiais de Copa; 10,00 ; 4,60 ; 46,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10021;Caneta hidrográfica 12 cores;UN;Materiais de Escritório e Informática; 1,00 ; 6,90 ; 6,90 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10347;Pincel marcador - verde;UN;Materiais de Escritório e Informática; 10,00 ; 2,30 ; 23,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10346;Pincel marcador - azul;UN;Materiais de Escritório e Informática; 10,00 ; 2,30 ; 23,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10349;Pincel marcador - vermelho;UN;Materiais de Escritório e Informática; 10,00 ; 2,30 ; 23,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10023;Grampo para grampeador caixa;UN;Materiais de Escritório e Informática; 1,00 ; 11,50 ; 11,50 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10162;Escalimetro;UN;Materiais de Escritório e Informática; 5,00 ; 23,00 ; 115,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10350;Organizador de documentos triplo;UN;Materiais de Escritório e Informática; 3,00 ; 69,00 ; 207,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;9011;"Estilete emborrachado 6""";UN;Ferramentas; 5,00 ; 19,55 ; 97,75 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10353;Caneta esferografica azul - ponta fina;UN;Materiais de Escritório e Informática; 20,00 ; 2,30 ; 46,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;9129;"Regua de pedreiro em aluminio bitubular 3"" x 1"" x 3 m";UN;Ferramentas; 5,00 ; 84,13 ; 420,63 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;9219;Trena com fibra de vidro 30 m;UN;Ferramentas; 5,00 ; 34,50 ; 172,50 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10022;Prancheta A4;UN;Materiais de Escritório e Informática; 6,00 ; 8,05 ; 48,30 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;10163;Corretivo em fita;UN;Materiais de Escritório e Informática; 10,00 ; 17,25 ; 172,50 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;7951;Grampeador;UN;Materiais de Escritório e Informática; 1,00 ; 57,50 ; 57,50 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;8052;Cartucho compativel HP CARTRIDGE 667 preto;UN;Materiais de Escritório e Informática; 10,00 ; 74,79 ; 747,90 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;8050;Cartucho compativel HP CARTRIDGE 667 colorido;UN;Materiais de Escritório e Informática; 10,00 ; 69,00 ; 690,00 ;Geral
OBR;Montagem de instalacoes provisorias - Materiais de escritorio;01050200234OBR;8072;Pacote de cafe - 500g;UN;Materiais de Copa; 10,00 ; 13,80 ; 138,00 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9087;Pa concha quadrada com cabo;UN;Ferramentas; 1,00 ; 36,50 ; 36,50 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9091;Pa cortadeira quadrada com cabo;UN;Ferramentas; 1,00 ; 37,89 ; 37,89 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9094;"Pe de cabra 60 cm x 5/8""";UN;Ferramentas; 1,00 ; 32,44 ; 32,44 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9226;Trena com fita de aco 8 m;UN;Ferramentas; 2,00 ; 39,23 ; 78,45 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;8859;Carrinho de mao com pneu e camara metalico;UN;Ferramentas; 1,00 ; 194,27 ; 194,27 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9085;Pa concha bico com cabo;UN;Ferramentas; 1,00 ; 40,74 ; 40,74 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9118;Prumo de parede em aco 500 g;UN;Ferramentas; 2,00 ; 23,78 ; 47,56 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;8991;Enxada com cabo de madeira larga;UN;Ferramentas; 1,00 ; 38,17 ; 38,17 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9220;Trena com fibra de vidro 50 m;UN;Ferramentas; 1,00 ; 57,13 ; 57,13 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;8863;Cavadeira articulada com cabo em madeira polaca 1,20 m;UN;Ferramentas; 1,00 ; 48,88 ; 48,88 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9010;Esquadro metalico 80 cm;UN;Ferramentas; 2,00 ; 182,36 ; 364,72 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9072;Martelo com cabo de fibra 27 mm;UN;Ferramentas; 2,00 ; 29,21 ; 58,41 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9129;"Regua de pedreiro em aluminio bitubular 3"" x 1"" x 3 m";UN;Ferramentas; 2,00 ; 84,13 ; 168,25 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9130;Rodo aluminio com cabo em madeira plastificado 1,2 m 40 cm;UN;Ferramentas; 2,00 ; 18,35 ; 36,70 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9098;Picareta ponta e pa larga com cabo;UN;Ferramentas; 1,00 ; 98,99 ; 98,99 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9258;Vassourao com cabo e cerdas piacava 40 cm;UN;Materiais de Escritório e Informática; 3,00 ; 24,86 ; 74,59 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9127;"Regua de pedreiro em aluminio bitubular 2"" x 1"" x 2 m";UN;Ferramentas; 2,00 ; 34,64 ; 69,28 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;9251;"Trincha para pintura media cerda sintetica 4""";UN;Ferramentas; 5,00 ; 9,65 ; 48,25 ;Geral
OBR;Ferramentas internas - mao de obra propria - por obra;01050300101OBR;8067;Kit radio walk talk comunicador 4 unidades;UN;Materiais de Escritório e Informática; 1,00 ; 402,31 ; 402,31 ;Geral
OBR;Duto coletor - por pavimento;01050300102OBR;8797;Boca coletora de entulho em polietileno;UN;Ferramentas; 9,00 ; 241,48 ; 2.173,33 ;Geral
OBR;Duto coletor - por pavimento;01050300102OBR;8987;Duto coletor de entulho em polietileno;UN;Ferramentas; 18,00 ; 229,90 ; 4.138,26 ;Geral
OBR;Duto coletor - por pavimento;01050300102OBR;9194;Suporte metalico para coletor de entulho;UN;Ferramentas; 9,00 ; 176,36 ; 1.587,20 ;Geral
OBR;Vareta de inspecao para ceramica;01050300103OBR;13637;Vareta de inspecao para ceramica;UN;Ferramentas; 0,01 ; 1,15 ; 0,01 ;Geral
OBR;Entrega de churrasqueiras por caminhao munck ate 12 ton - locacao horaria;01050400103OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados; 28,08 ; 263,00 ; 7.385,12 ;Geral
OBR;Entrega de cabo por caminhao munck ate 12 ton - locacao horaria;01050400104OBR;10260;Caminhao munck ate 12 ton locacao horaria;H;Locação de Equipamentos Pesados; 2,31 ; 263,00 ; 607,93 ;Geral
OBR;Entrega de aco por caminhao munck acima de 12 ton a 14.7 ton - locacao horaria;01050400105OBR;10258;Caminhao munck acima de 12 ton a 14,7 ton locacao horaria;H;Locação de Equipamentos Pesados; 274,18 ; 351,80 ; 96.455,98 ;Geral
OBR;Destinacao de residuos - Classes A/B/C/D;01050500101OBR;10273;Cacamba capacidade 5 m³ locacao e transporte;UN;Locação de Equipamentos Leves; 105,03 ; 225,46 ; 23.679,50 ;Geral
OBR;Escada metalica com guarda-corpo para segurança do trabalho;01060100103OBR;7082;Escada metalica com guarda-corpo para seguranca do trabalho h=3,2m;UN;Serralheria; 1,00 ; 652,64 ; 652,64 ;Geral
OBR;Guarda corpo provisorio na escadaria;01060100104OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 19,82 ; 0,80 ; 15,89 ;Geral
OBR;Guarda corpo provisorio na escadaria;01060100104OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 19,82 ; 6,88 ; 136,27 ;Geral
OBR;Guarda corpo provisorio na escadaria;01060100104OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 111,49 ; 6,95 ; 774,29 ;Geral
OBR;Guarda corpo provisorio na escadaria;01060100104OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 89,18 ; 21,23 ; 1.893,32 ;Geral
OBR;Guarda corpo provisorio na escadaria;01060100104OBR;2612;Madeirite chapa compensada fenolica 1,10 x 2,20 m 14 mm;UN;Madeira; 13,81 ; 78,13 ; 1.079,23 ;Geral
OBR;Guarda corpo provisorio na periferia;01060100105OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 526,72 ; 0,80 ; 422,25 ;Geral
OBR;Guarda corpo provisorio na periferia;01060100105OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 526,72 ; 6,88 ; 3.622,24 ;Geral
OBR;Guarda corpo provisorio na periferia;01060100105OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 306,54 ; 19,06 ; 5.841,19 ;Geral
OBR;Guarda corpo provisorio na periferia;01060100105OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 1.348,94 ; 6,95 ; 9.368,64 ;Geral
OBR;Guarda corpo provisorio na periferia;01060100105OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 757,20 ; 21,23 ; 16.075,85 ;Geral
OBR;Guarda corpo provisorio para sacadas;01060100106OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 112,65 ; 0,80 ; 90,31 ;Geral
OBR;Guarda corpo provisorio para sacadas;01060100106OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 112,65 ; 6,88 ; 774,69 ;Geral
OBR;Guarda corpo provisorio para sacadas;01060100106OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 65,56 ; 19,06 ; 1.249,27 ;Geral
OBR;Guarda corpo provisorio para sacadas;01060100106OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 288,50 ; 6,95 ; 2.003,69 ;Geral
OBR;Guarda corpo provisorio para sacadas;01060100106OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 161,94 ; 21,23 ; 3.438,17 ;Geral
OBR;Guarda corpo provisorio para elevador cremalheira (2m);01060100107OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 7,27 ; 19,06 ; 138,59 ;Geral
OBR;Guarda corpo provisorio para elevador cremalheira (2m);01060100107OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 32,00 ; 6,95 ; 222,25 ;Geral
OBR;Guarda corpo provisorio para elevador cremalheira (2m);01060100107OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 17,96 ; 21,23 ; 381,39 ;Geral
OBR;Guarda corpo provisorio para elevador cremalheira (2m);01060100107OBR;2612;Madeirite chapa compensada fenolica 1,10 x 2,20 m 14 mm;UN;Madeira; 9,92 ; 78,13 ; 774,85 ;Geral
OBR;Execucao de base para elevador cremalheira;01060100108OBR;957;Aco CA50 10 mm;KG;Aço e Acessórios; 111,00 ; 6,67 ; 740,37 ;Geral
OBR;Execucao de base para elevador cremalheira;01060100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 111,00 ; 0,80 ; 88,98 ;Geral
OBR;Execucao de base para elevador cremalheira;01060100108OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 71,90 ; 4,44 ; 319,31 ;Geral
OBR;Execucao de base para elevador cremalheira;01060100108OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira; 34,20 ; 13,85 ; 473,59 ;Geral
OBR;Execucao de base para elevador cremalheira;01060100108OBR;2615;Madeirite chapa compensada fenolica 1,10 x 2,20 m 10 mm;UN;Madeira; 9,06 ; 52,23 ; 473,07 ;Geral
OBR;Guarda corpo provisorio para guincho (2m);01060100109OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 7,27 ; 19,06 ; 138,59 ;Geral
OBR;Guarda corpo provisorio para guincho (2m);01060100109OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 32,00 ; 6,95 ; 222,25 ;Geral
OBR;Guarda corpo provisorio para guincho (2m);01060100109OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 17,96 ; 21,23 ; 381,39 ;Geral
OBR;Guarda corpo provisorio para minigrua (2m);01060100110OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 7,27 ; 19,06 ; 138,59 ;Geral
OBR;Guarda corpo provisorio para minigrua (2m);01060100110OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 32,00 ; 6,95 ; 222,25 ;Geral
OBR;Guarda corpo provisorio para minigrua (2m);01060100110OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 17,96 ; 21,23 ; 381,39 ;Geral
OBR;Guarda corpo provisorio para guincho;01060100112OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 34,91 ; 19,06 ; 665,14 ;Geral
OBR;Guarda corpo provisorio para guincho;01060100112OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 153,60 ; 6,95 ; 1.066,78 ;Geral
OBR;Guarda corpo provisorio para guincho;01060100112OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 86,23 ; 21,23 ; 1.830,67 ;Geral
OBR;Guarda corpo provisorio para mini grua;01060100113OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 34,91 ; 19,06 ; 665,14 ;Geral
OBR;Guarda corpo provisorio para mini grua;01060100113OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 153,60 ; 6,95 ; 1.066,78 ;Geral
OBR;Guarda corpo provisorio para mini grua;01060100113OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 86,23 ; 21,23 ; 1.830,67 ;Geral
OBR;Fechamento provisorio de janelas;01060100114OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 99,28 ; 19,06 ; 1.891,77 ;Geral
OBR;Fechamento provisorio de janelas;01060100114OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 436,86 ; 6,95 ; 3.034,05 ;Geral
OBR;Fechamento provisorio de janelas;01060100114OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 245,25 ; 21,23 ; 5.206,75 ;Geral
OBR;Haste de tela fachadeira - viga com suporte metalico - locacao mensal;01060100119OBR;10283;Haste de tela fachadeira viga com suporte metalico locacao mensal;MES;Locação de Equipamentos Leves; 204,00 ; 6,12 ; 1.248,92 ;Geral
OBR;Bandejao de protecao primaria - materiais;01060100201OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 90,20 ; 0,80 ; 72,31 ;Geral
OBR;Bandejao de protecao primaria - materiais;01060100201OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 90,20 ; 6,88 ; 620,32 ;Geral
OBR;Bandejao de protecao primaria - materiais;01060100201OBR;1888;Tela aco 5mm malha 10 x 10 cm reforcado 2,0 x 3,0m;UN;Aço e Acessórios; 58,81 ; 194,74 ; 11.453,33 ;Geral
OBR;Bandejao de protecao primaria - materiais;01060100201OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 67,22 ; 6,95 ; 466,88 ;Geral
OBR;Bandejao de protecao primaria - materiais;01060100201OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 168,05 ; 21,23 ; 3.567,90 ;Geral
OBR;Bandejao de protecao primaria - materiais;01060100201OBR;2612;Madeirite chapa compensada fenolica 1,10 x 2,20 m 14 mm;UN;Madeira; 145,83 ; 78,13 ; 11.394,41 ;Geral
OBR;Bandejao de protecao secundaria - materiais;01060100202OBR;964;Barra de aco CA50 10 mm barra 12 m;BAR;Aço e Acessórios; 24,42 ; 56,44 ; 1.378,17 ;Geral
OBR;Bandejao de protecao secundaria - materiais;01060100202OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 134,77 ; 6,95 ; 935,98 ;Geral
OBR;Bandejao de protecao secundaria - materiais;01060100202OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 202,14 ; 21,23 ; 4.291,58 ;Geral
OBR;Bandejao de protecao secundaria - materiais;01060100202OBR;2612;Madeirite chapa compensada fenolica 1,10 x 2,20 m 14 mm;UN;Madeira; 200,46 ; 78,13 ; 15.663,05 ;Geral
OBR;Linha de vida - alvenaria periferia - varal;01060100501OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 16,73 ; 0,80 ; 13,41 ;Geral
OBR;Linha de vida - alvenaria periferia - varal;01060100501OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 16,73 ; 6,88 ; 115,04 ;Geral
OBR;Linha de vida - alvenaria sacada - varal;01060100502OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 10,88 ; 0,80 ; 8,72 ;Geral
OBR;Linha de vida - alvenaria sacada - varal;01060100502OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 10,88 ; 6,88 ; 74,80 ;Geral
OBR;Caminho seguro para obra - inclui guarda-corpos de fechamento lateral e cobertura em telha trapezoidal;01060100601OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 22,67 ; 19,06 ; 431,94 ;Geral
OBR;Caminho seguro para obra - inclui guarda-corpos de fechamento lateral e cobertura em telha trapezoidal;01060100601OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 99,73 ; 6,95 ; 692,66 ;Geral
OBR;Caminho seguro para obra - inclui guarda-corpos de fechamento lateral e cobertura em telha trapezoidal;01060100601OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 93,01 ; 21,23 ; 1.974,68 ;Geral
OBR;Caminho seguro para obra - inclui guarda-corpos de fechamento lateral e cobertura em telha trapezoidal;01060100601OBR;2614;Madeirite chapa compensada fenolica 1,10 x 2,20 m 12 mm;UN;Madeira; 14,05 ; 97,52 ; 1.370,09 ;Geral
OBR;Protecao poco do elevador - Fase 1: Forracao de piso;01060100701OBR;1888;Tela aco 5mm malha 10 x 10 cm reforcado 2,0 x 3,0m;UN;Aço e Acessórios; 6,08 ; 194,74 ; 1.184,55 ;Geral
OBR;Protecao poco do elevador - Fase 1: Forracao de piso;01060100701OBR;2614;Madeirite chapa compensada fenolica 1,10 x 2,20 m 12 mm;UN;Madeira; 15,08 ; 97,52 ; 1.470,41 ;Geral
OBR;Protecao poco do elevador - Fase 2: Guarda corpo provisorio;01060100702OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 41,75 ; 0,80 ; 33,47 ;Geral
OBR;Protecao poco do elevador - Fase 2: Guarda corpo provisorio;01060100702OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 41,75 ; 6,88 ; 287,11 ;Geral
OBR;Protecao poco do elevador - Fase 2: Guarda corpo provisorio;01060100702OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 24,30 ; 19,06 ; 463,00 ;Geral
OBR;Protecao poco do elevador - Fase 2: Guarda corpo provisorio;01060100702OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 106,92 ; 6,95 ; 742,60 ;Geral
OBR;Protecao poco do elevador - Fase 2: Guarda corpo provisorio;01060100702OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 60,02 ; 21,23 ; 1.274,24 ;Geral
OBR;Protecao poco do elevador - Fase 3: Fechamento para alvenaria;01060100703OBR;9808;"Tabua pinus bruto 1"" x 8"" x 3,0 m";UN;Madeira; 14,26 ; 19,06 ; 271,82 ;Geral
OBR;Protecao poco do elevador - Fase 3: Fechamento para alvenaria;01060100703OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 62,77 ; 6,95 ; 435,94 ;Geral
OBR;Protecao poco do elevador - Fase 3: Fechamento para alvenaria;01060100703OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 35,24 ; 21,23 ; 748,13 ;Geral
